shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
9f785c31-f3cc-45df-ad8d-08d9418e3073,42.0817054558817,-71.4611267424301,43,13139.7
b44b7738-7ce5-4d95-8081-9b6f1f76665a,42.2981101154155,-71.4328227301134,11,3342.91
ac1d4bc6-98b7-4fa7-b20d-2deea94683e3,42.4364785812186,-71.4727876468174,35,4819.33
161f0f86-97f5-4dfd-a54b-3ec09e77872a,42.2926585252677,-71.4671013633669,29,11667.34
018f3677-ec1d-408c-bd2c-782f608a9df4,42.3862770131992,-71.5635750629649,33,4040.89
387741ec-af5f-4a7b-9b82-820060cdce6f,42.2971498845309,-71.4847945561883,29,8835.59
62d689e9-a952-482a-b6c2-5a5fa078d2af,42.2940344985744,-71.4635246374324,25,3515.12
b33a3d09-539e-4afa-a893-a3de7cac00ed,42.1888248436942,-71.4397844040265,36,12161.27
54365a02-9e28-4fe0-a588-fe484d81157e,42.2938373562001,-71.4586054658059,18,6150.46
7eb551b3-dcec-4a29-a093-cdf9d4830090,42.3020650328436,-71.3864835433056,53,6977.79
d89454d2-59b8-475d-8724-4381e121ba00,42.3472106365687,-71.5456351068994,40,6663.65
18ff10fa-80ce-4f49-8d61-3c978965f923,42.3016814769317,-71.3778736518546,12,5748.63
dfc8cf0c-de43-47ea-9ed6-b7d8430eab32,42.3453371134601,-71.5455546406242,4,635.28
09aed2cc-296b-477d-bca2-e055ce0c98b0,42.2931319351871,-71.4604977643786,14,6778.94
d89454d2-59b8-475d-8724-4381e121ba00,42.269948260185,-71.5229516639084,59,15766.35
4bd751f8-b639-4098-a1fc-a01bcb0ba4e9,42.2727471454589,-71.4099072760288,4,449.6
dc75feae-3e40-4fb9-98b1-32d25959fe8d,42.3022742451593,-71.3801816928495,26,5342.4
18ff10fa-80ce-4f49-8d61-3c978965f923,42.2757525608392,-71.410998935163,1,70.78
9ae8aeb0-d10f-4fe2-afd8-f2dcfac6ab6c,42.3279872434132,-71.6198639047065,14,4862.48
b33a3d09-539e-4afa-a893-a3de7cac00ed,42.2415946269986,-71.4332827289869,21,5778.33
b44b7738-7ce5-4d95-8081-9b6f1f76665a,42.2776073084836,-71.4132050522092,19,6445.33
161f0f86-97f5-4dfd-a54b-3ec09e77872a,42.2931735094293,-71.4710804206777,28,11335.3
fe1b79da-593f-487c-844c-daf273066f25,42.3507028729142,-71.490990459382,1,298.3
30a9a51f-025f-476a-a501-9cda88fadee8,42.2795250880435,-71.4187947761294,142,24070.22
402fe3ba-d292-4403-bc24-833e5ba04561,42.3019993187189,-71.3798571455394,25,10451.28
1ba4b168-ece7-49bc-9db3-73ad54e3bbf8,42.351343920907,-71.556378695749,35,12477.64
3eae3196-8fdf-4760-8a66-21b48a13f1dc,42.3168533931287,-71.4003532469483,99,13955.64
16c57625-ade0-4ab0-9451-056179830dfc,42.3917272622423,-71.5703033846798,59,7699.13
161f0f86-97f5-4dfd-a54b-3ec09e77872a,42.2966952500758,-71.4721050245824,24,10389.59
94059766-6fcf-458a-bee2-3d8856a98c17,42.2741821273674,-71.4378545545253,48,16289.61
e6097e76-5b3e-4d62-a4a9-945e230f237b,42.3144447692898,-71.5311927515979,93,15552.74
ae46a06e-02d7-4228-8adf-b324f50d6a00,42.267676429014,-71.4454988506734,18,3911.44
fb476a4a-c0d7-413f-9c4a-799a1b2d4dd6,42.302408355618,-71.2549895796174,44,12964.14
f52e15dd-a155-445b-a257-949f7b6efeba,42.2968038795474,-71.4719266576723,36,9222.9
